anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Placeholder,dense_numpy,Who was designated as the home team in the Super Bowl?,Broncos,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Denver Broncos
Placeholder,dense_numpy,Who is the only other AFC Champion team to wear road jerseys in a Super Bowl?,Pittsburgh Steelers,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. [PERSON] stated, ""We've had Super Bowl suc",Pittsburgh Steelers
Placeholder,dense_numpy,What was th elast Super Bowl where the Broncos wore white uniforms?,Super Bowl XXXIII,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. [PERSON] stated, ""We've had Super Bowl suc",Super Bowl XXXIII
Placeholder,dense_numpy,What was the name of the hotel the Panthers chose to stay in during Super Bowl 50?,Santa Clara Marriott,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose Marriott
Placeholder,dense_numpy,Where did the Panthers practice at for Super Bowl 50?,San Jose State practice facility,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose State
Placeholder,dense_numpy,Where did the Broncos practice at for Super Bowl 50?,Stanford University,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,Santa Clara Marriott
Placeholder,dense_numpy,Where did the Panthers practice for the Super Bowl?,San Jose State practice facility,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose State
Placeholder,dense_numpy,Where did the Broncos practice for the Super Bowl?,Stanford University,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,Santa Clara Marriott
Placeholder,dense_numpy,Where was the practice place the Panthers used for the Super Bowl?,San Jose,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose State
Placeholder,dense_numpy,Where hotel did the Panthers stay at?,San Jose Marriott.,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose Marriott
Placeholder,dense_numpy,Where did the Broncos practice for the Super Bowl?,Stanford University,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,Santa Clara Marriott
Placeholder,dense_numpy,Where did the Broncos stay at for Super Bowl 50?,Santa Clara Marriott.,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Levi's Stadium
Placeholder,dense_numpy,Who is the NFL's vice president of brand and creative?,Jaime Weston,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro",Bill Belichick
Placeholder,dense_numpy,Who is the trophy featured on the logo named for?,Vince Lombardi,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Super Bowl 50
Placeholder,dense_numpy,In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",2014
Placeholder,dense_numpy,What was given to high schools where former students went on to play or coach in a Super Bowl?,Gold footballs,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted ",Gold footballs
Placeholder,dense_numpy,Who is the mayor of San Francisco?,Ed Lee,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",[PERSON]
Placeholder,dense_numpy,Who is the city supervisor of San Francisco?,Jane Kim,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",[PERSON]
Placeholder,dense_numpy,Who was the mayor of San Francisco during Super Bowl 50? ,Ed Lee,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",[PERSON]
Placeholder,dense_numpy,What was the name of the event at the The Embarcadero that was held prior to Super Bowl 50 to help show off some of the things that San Francisco has to offer?,Super Bowl City,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities","""Super Bowl City"""
Placeholder,dense_numpy,Where was the NFL Experience held for the 2015 season?,Moscone Center,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted ",across the NFL's properties and painted on fields
Placeholder,dense_numpy,Who is the mayor of San Francisco?,Ed Lee,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",[PERSON]
Placeholder,dense_numpy,Who said the homeless in the area would have to leave?,mayor Ed Lee,"In the fall of 1937, after midnight one night, Tesla left the Hotel New Yorker to make his regular commute to the cathedral and the library to feed the pigeons. While crossing a street a couple of blo",Tesla
Placeholder,dense_numpy,"Where was a beer, wine and food festival held at prior to the Super Bowl?",Bellomy Field,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center in San Jose
Placeholder,dense_numpy,Who helped find sponsors and donors to help with the cost?,A professional fundraiser,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara Univ",A professional fundraiser
Placeholder,dense_numpy,Who set aside seed funding for the week-long event leading up to the Super Bowl?,city council,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created ",The committee
Placeholder,dense_numpy,Who may have been called upon to fund the festival associated with the Super Bowl in Santa Clara?,city council,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",San Francisco city supervisor
Placeholder,dense_numpy,What was the name of the Media Day event for Super Bowl 50?,Super Bowl Opening Night,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",Super Bowl Opening Night
Placeholder,dense_numpy,What is the name of the property where the media event was held for Super Bowl 50?,SAP Center,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center
Placeholder,dense_numpy,Where was media day for Super Bowl 50 held?,SAP Center in San Jose.,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center in San Jose
Placeholder,dense_numpy,Where was the new media day event for Super Bowl 50 held?,SAP Center in San Jose.,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center in San Jose
Placeholder,dense_numpy,What is the name of the program that provides contracting work to local companies?,Business Connect,"Teaching may be carried out informally, within the family, which is called homeschooling, or in the wider community. Formal teaching may be carried out by paid professionals. Such professionals enjoy ",Chartered or CPA
Placeholder,dense_numpy,"Which committee made an effort to invite companies owned by people, who are transgender or gay, to take part in contract business associated with Super Bowl 50.",Super Bowl 50 Host Committee,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro",Super Bowl 50 Host Committee
