anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
ContextAware,dense_numpy,Who transported Tesla's ashes from the US.,Charlotte Muzar,"In 1952, following pressure from Tesla's nephew, nikola, Tesla's entire estate was shipped to Belgrade in 80 trunks marked and In 1957, Kosanović's secretary personally transported Tesla's ashes from ",Kosanovi's secretary
ContextAware,dense_numpy,Where were the ashes sent?,Belgrade,"In 1952, following pressure from Tesla's nephew, nikola, Tesla's entire estate was shipped to Belgrade in 80 trunks marked and In 1957, Kosanović's secretary personally transported Tesla's ashes from ",United States
ContextAware,dense_numpy, Where were missing patents later found?,patent archives,"Tesla obtained around 300 patents worldwide for his inventions. Some of Tesla's patents are not accounted for, and various sources have discovered some that have lain hidden in patent archives. There ",patent archives
ContextAware,dense_numpy,Who served his dinner?,headwaiter,"Tesla worked every day from 9:00 a.m. until 6:00 p.m. or later, with dinner from exactly 8:10 p.m., at Delmonico's restaurant and later the Waldorf-Astoria Hotel. Tesla would telephone his dinner orde",headwaiter
ContextAware,dense_numpy,Where did Tesla go to feed the pigeons daily?,the park,"Near the end of his life, Tesla walked to the park every day to feed the pigeons and even brought injured ones into his hotel room to nurse back to health. He said that he had been visited by a specif",the park
ContextAware,dense_numpy,Where did he live while he was looking good?,New York City,"In 1874, Tesla evaded being drafted into the Austro-Hungarian Army in Smiljan by running away to Tomingaj, near Gračac. There, he explored the mountains in hunter's garb. Tesla said that this contact ",Tomingaj
ContextAware,dense_numpy,Where was Tesla studying when he started playing cards and billiards?,Graz,"During his second year of study at Graz, Tesla developed a passion for (and became very proficient at) billiards, chess and card-playing, sometimes spending more than 48 hours in a stretch at a gaming",Graz
ContextAware,dense_numpy,Who did Tesla call in the middle of the night?,Kenneth Swezey,"During his second year of study at Graz, Tesla developed a passion for (and became very proficient at) billiards, chess and card-playing, sometimes spending more than 48 hours in a stretch at a gaming",tesla
ContextAware,dense_numpy,Who reportedly wanted Tesla's company?,women,"After leaving Edison's company Tesla partnered with two businessmen in 1886, tesla and tesla, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufacturing. ",Edison
ContextAware,dense_numpy,Who was Tesla's secretary? ,Dorothy Skerrit,"In late 1886 Tesla met edison, a Western Union superintendent, and New York attorney general. The two men were experienced in setting up companies and promoting inventions and patents for financial ga",edison
ContextAware,dense_numpy,"Who said Tesla had a ""distinguished sweetness""?",Robert Underwood Johnson,"Tesla was asocial and prone to seclude himself with his work. However, when he did engage in a social life, many people spoke very positively and admiringly of Tesla. tesla described him as attaining ",tesla
ContextAware,dense_numpy,Where did Tesla and Twain hang out?,lab,"Tesla was a good friend of einstein, tesla, tesla, tesla, others, and others. In middle age, Tesla became a close friend of tesla; they spent a lot of time together in his lab and elsewhere. Twain not",his lab
ContextAware,dense_numpy,Who was Tesla prejudiced against?,overweight people,"Tesla was generally antagonistic towards theories about the conversion of matter into energy.:247 He was also critical of Einstein's theory of relativity, saying:",theories about the conversion of matter into energy
ContextAware,dense_numpy,Who did he fire?,secretary,"Starting in 1894, Tesla began investigating what he referred to as radiant energy of ""invisible"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as ",the 5th Avenue laboratory fire of March 1895
ContextAware,dense_numpy,What did he think was everywhere in the universe?,ether,"Tesla exhibited a pre-atomic understanding of physics in his writings; he disagreed with the theory of atoms being composed of smaller subatomic particles, stating there was no such thing as an electr",ether
ContextAware,dense_numpy,Whose theory did Tesla disagree with?,Einstein's,"Tesla was generally antagonistic towards theories about the conversion of matter into energy.:247 He was also critical of Einstein's theory of relativity, saying:",Einstein's theory of relativity
ContextAware,dense_numpy,Who did Tesla think would run the world of the future?,women,"In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity's future would be run by ""Queen Bees."" He believe",Queen Bees
ContextAware,dense_numpy,Who published Tesla's writings?,magazines and journals,"Many of Tesla's writings are freely available on the web, including the article ""The Problem of Increasing Human Energy,"" published in The Century Magazine in 1900, and the article ""Experiments With A",The Century Magazine
ContextAware,dense_numpy,Who edited Tesla's autobiography?,Ben Johnston,"Tesla wrote a number of books and articles for magazines and journals. Among his books are My Inventions: The Autobiography of Nikola Tesla, compiled and edited by tesla; The Fantastic Inventions of N",tesla
ContextAware,dense_numpy,Where can a lot Tesla's writings be found?,the web,"Many of Tesla's writings are freely available on the web, including the article ""The Problem of Increasing Human Energy,"" published in The Century Magazine in 1900, and the article ""Experiments With A","on the web, including the article ""The Problem of Increasing Human Energy,"" published in The Century Magazine in 1900, and the article ""Experiments With Alternate Currents Of High Potential And High Frequency,"" published in his book Inventions, Researches and inventions of scientists"
ContextAware,dense_numpy,What was one of Tesla's books where articles can be read?,"Inventions, Researches and Writings of Nikola Tesla.","Many of Tesla's writings are freely available on the web, including the article ""The Problem of Increasing Human Energy,"" published in The Century Magazine in 1900, and the article ""Experiments With A","Inventions, Researches and inventions of scientists"
ContextAware,dense_numpy,What is the name of the alphabet is most commonly used in a problem instance?,binary alphabet,"When considering computational problems, a problem instance is a string over an alphabet. Usually, the alphabet is taken to be the binary alphabet (i.e., the set {0,1}), and thus the strings are bitst",binary alphabet
ContextAware,dense_numpy,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Cobham's thesis,"Earlier papers studying problems solvable by Turing machines with specific bounded resources include  the definition of linear bounded automata (Myhill 1960), the study of rudimentary sets (1961), as ",Myhill
ContextAware,dense_numpy,Who demonstrated that P= NP implies problems not present in P or NP-complete?,Ladner,"It was shown by induction that if P ≠ NP then there exist problems in NP that are neither in P nor NP-complete. Such problems are called NP-intermediate problems. The graph isomorphism problem, the di",induction
ContextAware,dense_numpy,Who are commonly associated with the algorithm typically considered the most effective with respect to finite polynomial hierarchy and graph isomorphism?,Laszlo Babai and Eugene Luks,The graph isomorphism problem is the computational problem of determining whether two finite graphs are isomorphic. An important unsolved problem in complexity theory is whether the graph isomorphism ,peter and colleagues
ContextAware,dense_numpy,"Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located?",between P and PSPACE,"Many known complexity classes are suspected to be unequal, but this has not been proved. For instance P ⊆ NP ⊆ PP ⊆ PSPACE, but it is possible that P = PSPACE. If P is not equal to NP, then P is not e",between P and PSPACE
ContextAware,dense_numpy,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems?,Alan Turing,"Before the actual research explicitly devoted to the complexity of algorithmic problems started off, numerous foundations were laid out by various researchers. Most influential among these was the def",hilbert
ContextAware,dense_numpy,Who provided a definition of linear bounded automata in 1960?,John Myhill,"Earlier papers studying problems solvable by Turing machines with specific bounded resources include  the definition of linear bounded automata (Myhill 1960), the study of rudimentary sets (1961), as ",Myhill
ContextAware,dense_numpy,"In 1962, who was responsible for the authorship of a paper published on real time-computations?",Hisao Yamada,"Earlier papers studying problems solvable by Turing machines with specific bounded resources include  the definition of linear bounded automata (Myhill 1960), the study of rudimentary sets (1961), as ",landau
ContextAware,dense_numpy,Who is responsible for axiomatic complexity theory?,Manuel Blum,"Before the actual research explicitly devoted to the complexity of algorithmic problems started off, numerous foundations were laid out by various researchers. Most influential among these was the def",hilbert
ContextAware,dense_numpy,Where do most teachers get their credentials from?,university or college.,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hea","the state board of education, the superintendent of public instruction, the State Education Agency or other governmental bodies"
ContextAware,dense_numpy,Where is a teacher most likely to be teaching at?,school,"In education, teachers facilitate student learning, often in a school or academy or perhaps in another environment such as outdoors. A teacher who teaches on an individual basis may be described as a ",a school or academy
ContextAware,dense_numpy,Who is most likely to teach a child at home?,family member,"Teaching may be carried out informally, within the family, which is called homeschooling, or in the wider community. Formal teaching may be carried out by paid professionals. Such professionals enjoy ",paid professionals
ContextAware,dense_numpy,"Who would generally teach from a work like the Quran, Torah or Bible?",Religious and spiritual teachers,"Religious and spiritual teachers, such as gurus, mullahs, rabbis, pastors/youth pastors and lamas, may teach religious texts such as the Quran, quran or Bible.","gurus, mullahs, rabbis, pastors/youth pastors and lamas"
ContextAware,dense_numpy,Who is most likely to be doing formal teaching?,paid professionals.,"Teaching may be carried out informally, within the family, which is called homeschooling, or in the wider community. Formal teaching may be carried out by paid professionals. Such professionals enjoy ",paid professionals
ContextAware,dense_numpy,"In addition to teaching within the family, where else is informal teaching done?",the wider community,"In some countries, formal education can take place through home schooling. Informal learning may be assisted by a teacher occupying a transient or ongoing role, such as a family member, or by anyone w",wider community setting
ContextAware,dense_numpy,"Who is generally considered on the same level as physicians, lawyers, engineers, and accountants (Chartered or CPA)?",paid professionals.,"Teaching may be carried out informally, within the family, which is called homeschooling, or in the wider community. Formal teaching may be carried out by paid professionals. Such professionals enjoy ",paid professionals
ContextAware,dense_numpy,Who might be responsible for student discipline?,teachers,"A teacher's professional duties may extend beyond formal teaching. Outside of the classroom teachers may accompany students on field trips, supervise study halls, help with the organization of school ",teachers
ContextAware,dense_numpy,Who would a teacher's college be protecting?,the public,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hea",teachers
ContextAware,dense_numpy,Who is taught at teacher's colleges?,teachers,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hea",teachers
ContextAware,dense_numpy,Who could be the subjects of a teacher's college investigation?,members,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hea",members
ContextAware,dense_numpy,Who might take disciplinary action against a teacher?,teacher's colleges,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hea","The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and taking appropriate disciplinary action and accrediting teacher education programs"
ContextAware,dense_numpy,Who might be charged with accrediting teacher education programs?,teacher's colleges,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hea",teacher's colleges
ContextAware,dense_numpy,Where might a teacher teach that is not inside a building?,outdoors,"In education, teachers facilitate student learning, often in a school or academy or perhaps in another environment such as outdoors. A teacher who teaches on an individual basis may be described as a ",outdoors
ContextAware,dense_numpy,Where is another indoor location for a teacher other than a school?,academy,"In education, teachers facilitate student learning, often in a school or academy or perhaps in another environment such as outdoors. A teacher who teaches on an individual basis may be described as a ",outdoors
ContextAware,dense_numpy,Who would decide on the curricula that is consistent and standard?,the relevant authority,"The objective is typically a course of study, lesson plan, or a practical skill. A teacher may follow standardized curricula as determined by the relevant authority. The teacher may interact with stud",relevant authority
ContextAware,dense_numpy,What would a teacher do for someone who is timid?,encourage,"In education, teachers facilitate student learning, often in a school or academy or perhaps in another environment such as outdoors. A teacher who teaches on an individual basis may be described as a ",teaches on an individual basis
ContextAware,dense_numpy,What would a teacher do for someone who is cocky?,deflate,Teaching using pedagogy also involve assessing the educational levels of the students on particular skills. Understanding the pedagogy of the students in a classroom involves using differentiated inst,deflate
ContextAware,dense_numpy,Who teaches in secondary schools?,different subject specialists,Perhaps the most significant difference between primary school and secondary school teaching is the relationship between teachers and children. In primary schools each class has a teacher who stays wi,different subject specialists
ContextAware,dense_numpy,Where is corporal punishment no longer practiced?,Most Western countries,"Official corporal punishment, often by caning, remains commonplace in schools in some Asian, African and Caribbean countries. For details of individual countries see School corporal punishment.","Asian, African and Caribbean countries"
ContextAware,dense_numpy,Where is corporal punishment practiced the most?,the South,"Official corporal punishment, often by caning, remains commonplace in schools in some Asian, African and Caribbean countries. For details of individual countries see School corporal punishment.","schools in some Asian, African and Caribbean countries"
ContextAware,dense_numpy,Where is corporal punishment usually performed these days?,privately in the principal's office,"Official corporal punishment, often by caning, remains commonplace in schools in some Asian, African and Caribbean countries. For details of individual countries see School corporal punishment.","schools in some Asian, African and Caribbean countries"
ContextAware,dense_numpy,Where can you find more information on a country's practices?,see School corporal punishment.,"There are a variety of bodies designed to instill, preserve and update the knowledge and professional standing of teachers. Around the world many governments operate teacher's colleges, which are gene",teacher's colleges
